object_1,object_2,visual_similarity,semantic_similarity,context_1,context_2,same_context,alignment_difference,multimodal_similarity
24316,24317,0.6844906806945801,0.9135687947273254,Himalayan,Himalayan,True,0.22907811403274536,0.7990298271179199
24316,24318,0.6823956370353699,0.8176907300949097,Himalayan,Himalayan,True,0.1352950930595398,0.7500431537628174
24316,36033,0.3742826581001282,0.4514497220516205,Himalayan,Other,False,0.07716706395149231,0.4128662049770355
24316,36069,0.3161604404449463,0.47171321511268616,Himalayan,Other,False,0.15555277466773987,0.3939368426799774
24316,36131,0.38913995027542114,0.42200589179992676,Himalayan,Other,False,0.032865941524505615,0.40557292103767395
24316,36437,0.36606788635253906,0.40256601572036743,Himalayan,Other,False,0.03649812936782837,0.38431695103645325
24316,37804,0.4383661150932312,0.6062765121459961,Himalayan,Other,False,0.1679103970527649,0.5223212838172913
24316,37807,0.3479286730289459,0.6208105087280273,Himalayan,Other,False,0.2728818356990814,0.48436954617500305
24316,37857,0.2518324553966522,0.5449569225311279,Himalayan,Other,False,0.2931244671344757,0.39839470386505127
24316,37878,0.36337172985076904,0.5860755443572998,Himalayan,Other,False,0.22270381450653076,0.474723756313324
24316,37900,0.3595385253429413,0.5739446878433228,Himalayan,Other,False,0.21440616250038147,0.4667416512966156
24316,37904,0.37596699595451355,0.5178495645523071,Himalayan,Other,False,0.14188256859779358,0.44690829515457153
24316,38006,0.3575980067253113,0.6290278434753418,Himalayan,Other,False,0.2714298367500305,0.4933129549026489
24316,38057,0.3696407079696655,0.6167480945587158,Himalayan,Other,False,0.2471073865890503,0.4931944012641907
24316,38122,0.39903420209884644,0.5422362089157104,Himalayan,Other,False,0.143202006816864,0.47063517570495605
24316,38159,0.42721229791641235,0.47660624980926514,Himalayan,Other,False,0.04939395189285278,0.45190930366516113
24316,38317,0.39967209100723267,0.6216744780540466,Himalayan,Other,False,0.22200238704681396,0.5106732845306396
24316,38440,0.40283775329589844,0.5722309350967407,Himalayan,Other,False,0.16939318180084229,0.4875343441963196
24316,38452,0.38549691438674927,0.544501006603241,Himalayan,Other,False,0.1590040922164917,0.4649989604949951
24316,38634,0.3335607945919037,0.6459944844245911,Himalayan,Other,False,0.3124336898326874,0.48977768421173096
24316,38777,0.4048234522342682,0.6054878234863281,Himalayan,Other,False,0.20066437125205994,0.505155622959137
24316,38945,0.4163927137851715,0.6446698904037476,Himalayan,Other,False,0.22827717661857605,0.5305312871932983
24316,38950,0.39970284700393677,0.6410204172134399,Himalayan,Other,False,0.24131757020950317,0.520361602306366
